Column1;LemasTotalReq;PctHousNoPhone;PctEmplManu;LemasSwFTPerPop;pctWWage;racePctAsian;pctWInvInc;MedOwnCostPctIncNoMtg;racePctWhite;TotalPctDiv;PctKids2Par;PctPolicBlack;PctVacantBoarded;OtherPerCap;PersPerOwnOccHous;numbUrban;PctWorkMom;PctLargHouseFam;PctVacMore6Mos;RentQrange;PolicReqPerOffic;PctPopUnderPov;LemasPctOfficDrugUn;PctSameCity85;PersPerRentOccHous;PctUnemployed;PctEmploy;pctWPubAsst;agePct12t21;NumImmig;PolicBudgPerPop;PctOccupManu;PctImmigRec5;HousVacant;blackPerCap;MedYrHousBuilt;NumKidsBornNeverMar;PctBornSameState;PctPolicMinor;PctPolicAsian;pctWRetire;indianPerCap;MalePctNevMarr;PctPersDenseHous;PctImmigRecent;AsianPerCap;PctSpeakEnglOnly;PctTeen2Par;PersPerFam;LandArea;RacialMatchCommPol;PctWOFullPlumb;PctPersOwnOccup;population;PctRecentImmig;PctPolicWhite;racepctblack;NumStreet;racePctHisp;PctImmigRec10;PctPolicHisp;PctUsePubTrans;MedRentPctHousInc;HispPerCap;PctHousLess3BR;PctOccupMgmtProf;OwnOccQrange;agePct16t24;NumUnderPov;medFamInc;PctSameState85;PctRecImmig10;NumInShelters;LemasPctPolicOnPatr;LemasTotReqPerPop;PctSameHouse85;PolicOperBudg;PctKidsBornNeverMar;PctHousOccup;PopDens;PctEmplProfServ;pctWFarmSelf;PctNotHSGrad;OwnOccLowQuart;householdsize;RentLowQ;PctNotSpeakEnglWell;MedOwnCostPctInc;MedNumBR;ViolentCrimesPerPop
1996;0.12578787;0.68635;-1.2420605;0.080378816;1.614602;0.5293011;-1.2634156;0.32293195;-0.5350828;-1.1582383;0.655465;0.06276959;0.04517981;-0.66501707;0.24325508;-5.1993375;-1.099348;0.27048546;-1.6268867;-0.49072126;0.05271626;0.15803182;-5.1993375;-5.1993375;1.4079051;-1.1140325;2.514988;-0.46666676;2.4133518;-0.73479813;0.09423187;-0.6563051;-0.25200963;-0.8039577;-0.5340579;0.11188957;-0.6410018;-2.046989;0.042668253;0.10684119;-0.031369343;-0.092444964;2.0963688;0.47521377;0.18652523;-1.1210601;0.23168665;0.5472195;0.8625437;-0.23035258;-0.032624554;-5.1993375;-2.2625468;-0.28083226;-0.41153443;-0.03513513;0.85785013;-5.1993375;0.3897835;-0.5701684;0.087932944;-5.1993375;-1.968165;-1.2272903;0.15980783;-0.50316876;-1.4752693;2.2343597;-0.34218836;-1.2555044;-5.1993375;-0.7152178;-5.1993375;-0.055229053;0.100534536;-3.1097236;0.13591075;-0.065283954;-0.033879817;-0.2914926;-0.046786435;-2.023292;-0.7550886;-0.40335554;2.550933;-0.43072727;-0.4500801;-0.6879385;0.48224825;570.7
1799;0.12578787;0.037562203;0.5937679;0.080378816;0.22906446;2.645041;-1.2051518;-0.8214124;-2.097498;-0.6067685;-0.4557815;0.06276959;0.4500802;-0.18821712;1.9427032;0.8812542;-1.7864101;2.2261615;-0.13267906;0.60595506;0.05271626;0.96808946;-5.1993375;0.480877;2.5148115;0.98230535;-0.71363693;1.8198375;1.1070595;1.8540407;0.09423187;1.2921144;0.6088953;-0.27048546;0.1651485;-0.58647317;1.1001102;-1.2056085;0.042668253;0.10684119;-0.91888964;-0.06691268;1.1904373;2.4116046;0.6550698;-0.64872444;-2.1329117;0.146254;2.144011;-0.98969686;-0.032624554;1.404533;-1.356245;0.87415767;2.4088604;-0.03513513;-0.93390995;0.9108728;1.7747673;1.2630891;0.087932944;0.98246926;1.4827601;-0.35462654;1.7022876;-1.7986625;1.0752066;0.9878374;1.1551468;-0.5204487;-0.54675543;2.5730243;-5.1993375;-0.055229053;0.100534536;-0.6380046;0.13591075;0.9423382;1.2075323;1.8665923;-1.2366523;0.35348648;1.8752586;0.9139132;2.0338953;0.88644946;2.340429;1.2259427;-0.87351507;1262.31
1383;0.12578787;0.8320063;0.7347982;0.080378816;0.80659527;-0.18292753;-0.7249732;0.5924436;-0.5840044;0.18001243;0.18410091;0.06276959;1.4978528;0.05428279;0.6847631;-5.1993375;0.32293195;0.5999365;1.3329091;-0.3615107;0.05271626;0.0268123;-5.1993375;0.70803857;0.89765525;-0.120114155;0.38302428;-0.15239057;0.483658;-0.6616823;0.09423187;0.2480569;-0.06611285;0.25231084;-0.25118244;0.8995338;-0.17273098;0.67562515;0.042668253;0.10684119;-0.74793226;-0.64344054;-1.1583327;0.98714083;-0.29915228;0.35802656;-0.61717886;1.524727;0.94757986;-0.34149268;-0.032624554;0.746351;0.097026125;-0.34325063;-0.5206615;-0.03513513;0.61562675;-5.1993375;1.0975534;0.27294633;0.087932944;-5.1993375;-1.5057471;-0.350253;-0.5468138;-0.56640774;-1.2798016;-0.038901415;-0.19852783;0.099565126;1.5453627;-0.31501168;-5.1993375;-0.055229053;0.100534536;-0.14985262;0.13591075;0.036390502;-1.0779785;-0.21324584;-0.59808433;1.2153721;-0.15702744;-0.83023417;0.7266059;-0.50777435;0.5293011;-1.0752065;0.48224825;546.28
652;0.12578787;-0.13844353;-0.48094705;0.080378816;0.56544447;-1.2557429;-0.034390412;-0.35883343;1.7563657;0.23359963;0.29136682;0.06276959;-0.75299746;1.5215667;0.24325508;0.103940986;1.1257763;-1.1117021;-1.5813867;-1.3748783;0.05271626;-0.42797586;-5.1993375;0.6705573;0.087932944;-1.144896;0.91362286;-0.45842573;0.38356793;-1.4273063;0.09423187;0.3722459;-0.97951144;-0.7289181;0.47131288;0.38707775;-0.4500801;1.0779794;0.042668253;0.10684119;0.6210989;0.6385067;-1.0062106;-0.88830936;-0.49733934;-1.7153947;2.0777128;-0.3202897;-0.22906446;-0.29398575;-0.032624554;-0.3044819;0.37659237;-0.1513375;-1.1619759;-0.03513513;-1.0509244;-5.1993375;-1.3249577;-0.81722957;0.087932944;0.15746951;-0.76470965;1.0272352;-0.7768801;-0.3238762;-0.9979197;0.22535199;-0.50634766;0.21034753;0.5640114;-1.5417962;-5.1993375;-0.055229053;0.100534536;-0.41700235;0.13591075;-0.51349145;0.7580043;-0.08843796;-0.23086795;-0.43348193;-0.22168685;-0.09055035;0.008782089;0.033879817;-1.4532796;-0.13464457;0.48224825;122.9
526;0.12578787;-0.718462;-0.7477154;0.080378816;0.083288826;0.24972141;1.1546867;-0.6975071;0.5554621;-2.4520452;0.333524;0.06276959;0.3722459;0.14841278;-0.27439147;-5.1993375;1.6748697;0.10810303;-0.6379235;0.47661877;0.05271626;1.9492358;-5.1993375;-2.1491187;0.058998905;-0.50634766;-0.48907351;-0.78332984;2.5724518;-0.8845926;0.09423187;-0.08415536;1.3928369;-1.486537;-1.6834037;-0.279606;-1.4219569;0.68929744;0.042668253;0.10684119;-0.76470965;0.62101245;2.6768682;0.6138124;1.4501433;-0.6634638;0.3897835;3.0026808;-0.656486;-1.3159578;-0.032624554;-5.1993375;-1.793046;-2.4100811;0.38572595;-0.03513513;-0.20396116;-5.1993375;-0.14985262;0.48930666;0.087932944;-0.6674191;1.5627213;-0.1855299;1.0559659;0.25200963;-0.9654203;2.654882;0.19623175;-0.029004129;0.6044484;-0.0502038;0.54378915;-0.055229053;0.100534536;-1.7164152;0.13591075;-0.3561587;0.50065124;0.3318301;1.3219458;0.7480095;-0.35250553;-0.56573844;1.1595153;-0.68476295;-0.10684127;-0.91849774;-0.87351507;137.89
881;2.2535136;0.47474915;-0.5595922;-1.2635425;-0.3776297;-0.44453382;-1.4805698;0.4500802;-1.7480175;1.5497063;-1.9545791;2.6090298;2.0250795;-0.27744356;0.016310107;2.4200935;0.51777166;0.94954723;-0.018086292;0.14097735;-1.3999171;1.2668604;1.8965503;1.2206404;0.37897724;1.0752066;-0.54772425;1.1165874;0.47240657;1.1547186;-1.4458686;0.5220987;0.7199817;2.2060215;-0.6036058;-0.279606;2.7476032;0.094181746;2.1790593;-5.1993375;-0.49853313;0.17902748;0.95349294;0.74074334;0.96942663;-0.1035502;0.9456162;-1.8440061;0.57016087;2.3711717;-1.9460087;0.5969353;-0.557649;2.4194012;-0.43348193;-2.0925157;1.9963765;2.0776403;-0.94561625;0.672873;-5.1993375;0.8634409;0.33219796;-0.070300445;0.44108257;-0.33332515;-0.48083946;0.62598777;2.4613101;-1.0031766;0.038901415;-0.5820091;1.8114578;-2.695968;-1.3277639;0.17269754;2.227397;1.9431876;-0.3759982;0.18581028;0.26788375;-0.13211302;0.67685425;-0.7315153;0.008782089;-0.99379987;-0.50777435;-0.31764954;-0.87351507;1633.81
2073;0.12578787;1.7171805;-2.456904;0.080378816;-0.48291093;-2.023292;-0.6803828;0.17527847;-0.7152178;-0.6104836;0.085414365;0.06276959;0.7837428;-0.67072976;0.6847631;-5.1993375;-0.8056921;1.0932723;1.0851308;-0.3216106;0.05271626;0.92233014;-5.1993375;0.23736209;1.1743866;0.50065124;-0.58995336;0.502604;1.4432536;-0.64408624;0.09423187;0.5591465;-0.87347776;0.13971037;-1.1431247;0.21363614;-0.47683778;1.3340662;0.042668253;0.10684119;-2.226191;0.09863094;-0.43072727;1.2130563;-1.0267813;1.3148594;-1.2201462;0.6577179;1.2366523;-0.3308726;-0.032624554;0.91658646;0.43949568;-0.72522146;-0.86984634;-0.03513513;0.35749567;-5.1993375;1.449689;-0.9347273;0.087932944;-0.718462;0.60294306;-0.88603604;-0.25993866;-0.82422376;-0.22005822;1.0485245;0.18292761;-0.9300362;1.9429568;-0.63485116;-5.1993375;-0.055229053;0.100534536;-0.0519207;0.13591075;-0.3375057;-1.2206403;-0.50603783;0.51524425;2.45488;1.1406919;-1.7543819;1.0509245;-1.1743865;0.96390224;-0.5106308;0.48224825;243.47
1406;0.12578787;0.8996574;-1.8855393;0.080378816;0.12958239;0.32293195;-1.7500241;2.345158;-2.0529137;1.250442;-1.8658665;0.06276959;1.6541451;0.1524493;0.35883334;-0.053625263;0.72824043;1.4436162;1.2153721;0.5293011;0.05271626;0.2392936;-5.1993375;0.34681705;0.37897724;1.0357895;0.06846618;0.5672114;-0.18565767;-0.023839049;0.09423187;-0.1701847;0.10070903;0.38765544;0.4033556;-0.48930666;1.021448;-0.16924478;0.042668253;0.10684119;-0.12664066;0.487437;1.2422878;0.93893635;0.119559474;-0.49484205;-0.64254326;-1.9720443;0.94757986;-0.8607252;-0.032624554;1.7109679;-0.43956104;-0.46222737;0.35615864;-0.03513513;2.022921;-5.1993375;0.7819221;0.33947083;0.087932944;1.7620308;0.63638645;-0.21284556;0.97344863;-1.322026;-0.87167925;0.3655314;-0.10383471;-0.1562755;-0.10098113;0.44730532;-5.1993375;-0.055229053;0.100534536;0.02365747;0.13591075;2.4093637;-1.3230507;0.38165593;-1.1352842;-1.5669897;1.0390853;-0.15250598;0.20722286;0.50634766;0.73644257;0.8091682;-0.87351507;1730.67
1820;0.12578787;1.0382359;1.2037247;0.080378816;-0.33617792;-2.38634;-0.7224424;-0.6975071;2.7724006;0.72497326;-0.1259823;0.06276959;-0.1156778;-5.1993375;-0.0464357;-5.1993375;0.5894558;-0.56573844;0.93573767;-0.9614293;0.05271626;0.1270525;-5.1993375;0.8954107;0.21748832;0.18292761;-0.35215142;0.23912834;0.551076;-2.3762825;0.09423187;1.404533;-5.1993375;-1.2101372;-5.1993375;-0.34681714;-0.90224814;1.7969003;0.042668253;0.10684119;-0.1600104;0.19250986;-1.2054571;0.20594123;-5.1993375;1.5621785;2.6117122;0.21106979;-0.1650954;-1.2612822;-0.032624554;1.3846282;-0.05247187;-1.264023;-5.1993375;-0.03513513;-5.1993375;-5.1993375;-1.3978366;-0.76683724;0.087932944;-0.87167925;-1.059682;-1.1635273;0.6643289;-1.6745061;-1.3041214;0.44463584;-0.43348193;-0.6376998;1.2923148;-1.9105996;0.41153452;-0.055229053;0.100534536;0.06890228;0.13591075;-0.7217138;0.58522516;0.44459245;-0.43900117;-0.20850483;0.7647097;-0.9694267;-0.022584142;-0.7298769;-1.1187115;-2.1440108;-0.87351507;216.87
377;0.12578787;0.71846205;-0.43323863;0.080378816;-0.44665706;0.017564854;-1.4627974;1.3129815;-2.4753988;1.2799087;-1.9751918;0.06276959;1.4946696;0.52947384;1.3432866;0.41882196;0.47272098;1.4539778;1.1795346;0.6195781;0.05271626;0.7595349;-5.1993375;1.3350813;0.14604758;1.3702202;-0.29136682;1.1024405;-0.005018293;1.0056615;0.09423187;0.59369695;0.53818035;0.24290268;0.3697955;-0.8845926;1.2524719;-0.49987605;0.042668253;0.10684119;-0.3508169;-0.47586128;1.4541502;1.1946285;0.6329794;0.26528385;-0.9391815;-2.061696;1.1473156;-1.9184415;-0.032624554;2.0567153;-2.1448739;0.3393078;1.3817594;-0.03513513;2.5696669;1.0640916;0.80317855;1.2026134;0.087932944;2.1489062;0.48224825;0.10689634;1.8866313;-0.7596774;0.96942663;0.45564035;0.71756303;-0.32667705;0.41700244;1.5679914;0.8480747;-0.055229053;0.100534536;0.61128044;0.13591075;2.1054232;0.006272881;2.292976;0.76228917;-0.49213684;1.0828798;0.3054415;-0.29267603;0.3400085;1.1976094;1.1521748;-0.87351507;2594.03
1219;2.0528479;0.7575643;0.8312956;1.9913058;-1.0170884;1.2304609;-0.7413876;1.0041312;-0.9309256;0.1069291;-1.5283667;-1.4045331;1.4767493;-0.4220855;0.016310107;1.6875741;-1.2809814;1.0799298;-0.016278727;0.5475814;2.2259586;1.2668604;1.7476478;-0.59373623;0.34948295;1.1946285;-0.8817899;1.6764877;1.3357286;1.9944141;-1.4913678;0.8231716;1.2389874;1.7873642;-0.40335554;-5.1993375;1.8527963;-0.5662291;-1.8024701;-5.1993375;-0.50920206;-0.407494;1.7055707;0.833781;1.0587307;-1.2476822;-1.2805791;-1.6343483;0.67212903;0.33883402;-2.0164363;1.3340662;-1.8522972;1.687244;1.6067548;1.9264034;0.81924665;1.6067548;1.0319782;1.3716173;-5.1993375;1.2018101;1.3463856;-0.84456617;1.2094285;-0.12876084;0.54904795;1.4752692;1.854264;-0.8250987;-1.5000733;1.5480028;1.6347467;-1.7635509;2.3848128;-0.6138125;-1.2539674;1.5917325;-1.1754497;1.6751777;0.8982153;-0.15365991;1.2757868;0.32006678;0.23421921;-0.26918438;1.5008588;0.24842732;-0.87351507;916.52
